gene_id	PC_0	PC_1	PC_2	PC_3	PC_4
ENSG00000115266	-0.03590022	-0.013983857	-0.06650488	-0.13638218	0.049444318
ENSG00000115267	-0.023532605	-0.013412883	-0.053321175	-0.09448184	0.026835108
ENSG00000115268	0.44313788	0.050948575	1.1398798	3.172825	-1.2975676
ENSG00000115271	-0.011765727	-0.011283917	-0.034484174	-0.029602556	0.014870129
ENSG00000115274	-0.03518269	-0.013836141	-0.06428702	-0.13200095	0.047939222
ENSG00000115275	-0.024932193	-0.013508911	-0.055985913	-0.106509745	0.0382295
ENSG00000115282	-0.030539697	-0.013556431	-0.058459133	-0.10596865	0.0377481
ENSG00000115286	0.034892526	-0.007470655	0.0060260957	0.113323905	-0.04941705
ENSG00000115289	-0.032071393	-0.0135418	-0.05762952	-0.10199484	0.041404005
ENSG00000115290	-0.035814926	-0.0138786435	-0.057908967	-0.13002318	0.054430082
ENSG00000115295	-0.03220824	-0.012760044	-0.042477865	-0.038743757	-0.012809256
ENSG00000115297	-0.036079112	-0.013990789	-0.06660462	-0.13683553	0.049745835
ENSG00000115306	0.030544471	-0.007723748	0.07323335	0.44684795	-0.27565053
ENSG00000115307	0.053327397	-0.007462685	0.06759209	0.23620927	-0.12302167
ENSG00000115310	0.06578118	-0.004203567	0.121127434	0.6534083	-0.2948452
ENSG00000115317	-0.03236761	-0.0130813625	-0.05638471	-0.10109309	0.032355715
ENSG00000115318	-0.03514375	-0.0135840075	-0.059791293	-0.10492024	0.027350027
ENSG00000115325	-0.034965083	-0.013552872	-0.059407152	-0.11094089	0.040558066
ENSG00000115339	-0.018220356	-0.013474149	-0.04655436	-0.09027579	0.06704643
ENSG00000115350	-0.016640425	-0.011427173	-0.015839584	0.05427058	-0.016478691
ENSG00000115353	-0.035676233	-0.013890231	-0.0646481	-0.1285816	0.044902585
ENSG00000115355	-0.029653745	-0.010158663	-0.019696584	0.03994741	-0.056815237
ENSG00000115361	-0.032722343	-0.013165777	-0.0386843	-0.04738165	0.044902865
ENSG00000115363	-0.026983205	-0.013768163	-0.053059317	-0.106206685	0.10019138
ENSG00000115364	0.0068161925	-0.012392934	-0.035420347	-0.022655047	0.002371702
ENSG00000115365	-0.028532084	-0.013350071	-0.052814465	-0.09015032	0.02833497
ENSG00000115368	-0.02404038	-0.01271805	-0.04254789	-0.047809172	-3.7901573e-05
ENSG00000115380	0.016490791	0.0059719873	0.34596387	1.883083	-1.351383
ENSG00000115386	0.080752924	0.102809966	29.296843	-7.695031	1.9532045
ENSG00000115392	-0.014094295	-0.012932969	-0.04431165	-0.06560043	0.016499773
ENSG00000115414	-0.012034501	-0.0060792253	0.08080794	0.5579698	-0.4390497
ENSG00000115415	-0.004250315	-0.012304782	-0.03458343	-0.004158011	-0.0083869975
ENSG00000115419	-0.016997077	-0.010934715	-0.002360498	0.105661355	-0.033043396
ENSG00000115421	-0.026781147	-0.013280889	-0.054363742	-0.08658749	0.02066664
ENSG00000115423	-0.034784913	-0.013935397	-0.06520886	-0.13227692	0.047042627
ENSG00000115425	-0.02894054	-0.0135649005	-0.056647252	-0.101390906	0.045086086
ENSG00000115446	0.0049228817	-0.0112671545	-0.0029664182	0.09252922	-0.043615907
ENSG00000115457	-0.019012166	-0.012121282	0.045383647	-0.035092715	-0.021697115
ENSG00000115459	-0.030276684	-0.013380405	-0.05463927	-0.090573706	0.029015323
ENSG00000115461	-0.00518939	-0.0033920384	0.1485678	0.87613136	-0.69513464
ENSG00000115464	-0.014122376	-0.011506362	-0.025817236	0.009990277	-0.0052969623
ENSG00000115468	-0.02910094	-0.012663469	-0.039637364	-0.00955986	-0.044190004
ENSG00000115474	-0.035424307	-0.013935994	-0.06454009	-0.13287823	0.047923096
ENSG00000115484	0.08890359	-0.007653424	0.06135299	0.29375628	-0.17161332
ENSG00000115486	-0.019485401	-0.01278341	-0.038850997	-0.03598769	0.010177216
ENSG00000115488	-0.03608379	-0.01399299	-0.066635035	-0.13698813	0.049810912
ENSG00000115504	-0.029211195	-0.012760059	-0.040138487	-0.036862552	-0.007253267
ENSG00000115507	-0.03578849	-0.013945697	-0.0655532	-0.13304016	0.04761659
ENSG00000115514	-0.0066058626	-0.011541761	-0.01958435	0.050888423	-0.017678797
ENSG00000115520	0.02496035	-0.009353082	0.026308445	0.28348285	-0.20299217
ENSG00000115523	-0.017903242	-0.007097103	0.037928827	0.29236066	-0.19517103
ENSG00000115524	0.102402404	-0.0039833696	0.1144011	0.5520641	-0.32796863
ENSG00000115525	-0.031558815	-0.012302826	-0.03288665	0.027258353	0.022699006
ENSG00000115526	-0.03571238	-0.013856898	-0.06315759	-0.12683628	0.047475997
ENSG00000115539	-0.017282024	-0.011980183	-0.023991844	0.012390919	-0.018045194
ENSG00000115540	-0.006404409	-0.012412343	-0.034746658	-0.013479264	-0.012683382
ENSG00000115541	0.09106622	0.0004444864	0.2517499	0.93703693	-0.39316002
ENSG00000115548	-0.014533064	-0.012762103	-0.042631514	-0.048173364	-0.0035823109
ENSG00000115556	-0.035847206	-0.013933328	-0.065543294	-0.13225988	0.047016684
ENSG00000115561	0.015252712	0.0013401767	0.0069529344	0.115683906	-0.027542323
ENSG00000115568	-0.030757576	-0.013697226	-0.061186988	-0.11869191	0.04122102
ENSG00000115590	-0.025712276	-0.009698591	-0.008841236	0.09606452	-0.084178306
ENSG00000115592	-0.03607463	-0.0139905475	-0.06659661	-0.13677222	0.049668264
ENSG00000115593	-0.036041513	-0.012524312	-0.066398926	-0.1360927	0.04928996
ENSG00000115594	0.01828088	-0.009863566	0.016341342	0.23689404	-0.12965012
ENSG00000115596	-0.03600638	-0.013979414	-0.06639003	-0.13588604	0.049102917
ENSG00000115598	-0.025498398	-0.013912723	-0.06501069	-0.12977192	0.04552203
ENSG00000115602	0.31751013	-0.011383432	-0.039908554	-0.0082643945	-0.007910792
ENSG00000115604	0.023712238	-0.013341095	-0.056606576	-0.091729544	0.023795886
ENSG00000115607	-0.035418443	-0.013757366	-0.06283777	-0.121289276	0.040955402
ENSG00000115616	-0.022381518	-0.013995862	-0.06641389	-0.1362318	0.050000064
ENSG00000115641	0.0021956912	-0.011102886	-0.024933683	0.03416073	-0.059777
ENSG00000115648	0.011395783	-0.012839368	-0.03791732	0.032946356	0.2703277
ENSG00000115649	-0.0066152583	0.06253659	-0.047649987	-0.06335515	0.022707302
ENSG00000115652	-0.013431169	-0.012642816	-0.04039404	-0.02704194	0.042767037
ENSG00000115657	-0.033071473	-0.012832492	-0.06271021	-0.12153821	0.039619155
ENSG00000115661	-0.03284097	-0.013041173	-0.059546318	-0.11565758	0.044975545
ENSG00000115665	-0.036034297	-0.013976876	-0.066172354	-0.1356929	0.04920279
ENSG00000115677	0.24816883	-0.004940142	0.2701858	0.33818924	-0.127123
ENSG00000115685	0.024570893	-0.01119944	-0.009476977	0.07261817	-0.0019648878
ENSG00000115687	-0.034736004	-0.013636862	-0.059851985	-0.11259876	0.036726724
ENSG00000115694	-0.0062711285	-0.0117020495	-0.018251892	0.0038616867	-0.0020932688
ENSG00000115705	-0.035678092	-0.013881262	-0.06440244	-0.12749356	0.044437833
ENSG00000115718	-0.03595915	-0.013977422	-0.06643137	-0.1361294	0.049369417
ENSG00000115738	0.102509096	0.007944349	0.3415926	1.6432565	-0.9915811
ENSG00000115750	-0.024906788	-0.013075493	-0.049426414	-0.06835696	0.021055728
ENSG00000115756	-0.0144045	-0.007878401	-0.024734702	0.005063087	0.056580927
ENSG00000115758	0.018872323	-0.007793365	-0.018137181	0.03782427	0.029214084
ENSG00000115760	0.0037839855	-0.01096912	-0.002359876	0.09029708	-0.062497478
ENSG00000115761	-0.013248185	-0.013023037	-0.04777197	-0.06987193	0.015212741
ENSG00000115762	0.026636072	-0.010723178	-0.014119638	0.06763401	-0.04220157
ENSG00000115806	0.099355176	-0.01120062	-0.0036020093	0.08838601	-0.014764164
ENSG00000115808	-0.030890204	-0.01337714	-0.056083325	-0.09575867	0.029137487
ENSG00000115816	-0.004455494	-0.012008117	-0.02979323	0.0046002218	-0.008111515
ENSG00000115825	-0.02907229	-0.01280423	-0.042992916	-0.046415474	0.0022604775
ENSG00000115827	-0.030621974	-0.013651187	-0.05931459	-0.11508105	0.040022932
ENSG00000115828	-0.03148541	-0.013073131	-0.05277068	-0.07671081	0.010828286
ENSG00000115839	-0.016779197	-0.012667608	-0.039676525	-0.03940276	-0.0036783603
ENSG00000115840	0.0033791647	-0.01317791	-0.05099202	-0.06950636	0.0063533923
ENSG00000115841	-0.031724297	-0.013322071	-0.05170111	-0.07108795	0.0488592
ENSG00000115844	-0.03602568	-0.013978219	-0.06651204	-0.13642335	0.049480945
ENSG00000115850	-0.036062732	-0.013982978	-0.066431835	-0.13620952	0.049361277
ENSG00000115866	0.05797718	-0.009007219	0.041514166	0.22644863	-0.1323685
ENSG00000115875	0.07599652	0.002392524	0.23436745	1.1115104	-0.516445
ENSG00000115884	-0.00074033515	-0.011990354	-0.023832839	0.04606909	0.039967064
ENSG00000115896	-0.03581083	-0.013871569	-0.064858854	-0.12948601	0.045129303
ENSG00000115902	-0.030155096	-0.013493489	-0.051768888	-0.103224024	0.031857166
ENSG00000115904	-0.017184753	-0.012785019	-0.0456535	-0.0549229	0.009819306
ENSG00000115919	-0.031436697	-0.01216411	-0.043550704	-0.038492717	-0.0066952226
ENSG00000115935	-0.022737486	-0.0109457625	-0.018834336	0.064518966	-0.07629617
ENSG00000115942	-0.02872117	-0.013354107	-0.053535916	-0.09740621	0.03694345
ENSG00000115944	0.06586715	-0.005424792	0.042390708	0.24495222	-0.078958385
ENSG00000115946	-0.013482392	-0.011276027	-0.04187406	-0.03312119	0.0054899827
ENSG00000115947	-0.0066286568	-0.012209351	-0.03716566	-0.027455756	-0.006379785
ENSG00000115956	-0.02831269	-0.009550696	-0.015968021	0.079068795	-0.075969286
ENSG00000115963	-0.0015786473	-0.0053655542	0.11252461	0.69193923	-0.55652964
ENSG00000115966	-0.013962775	-0.012692632	-0.03852023	-0.041616347	0.002635928
ENSG00000115970	-0.025619915	-0.013091773	-0.049136218	-0.07142314	0.01233603
ENSG00000115977	0.008475382	-0.012372939	-0.03525016	-0.026360182	-0.008116027
ENSG00000115993	-0.028044473	0.02664822	-0.048146497	-0.065855645	0.0204624
ENSG00000115998	-0.026933642	-0.013457709	-0.054605763	-0.09509487	0.024566676
ENSG00000116001	-0.006443171	-0.012017205	-0.020789577	0.00040296995	-0.015481899
ENSG00000116005	0.029023863	-0.011004155	0.0019231918	0.15230711	-0.11594233
ENSG00000116014	-0.036056835	-0.013984844	-0.066494174	-0.1365483	0.049557287
ENSG00000116016	0.0016559298	-0.0060101403	0.100724325	0.6098814	-0.08918118
ENSG00000116017	-0.035029832	-0.01355364	-0.059409652	-0.11028858	0.041785054
ENSG00000116030	0.07866036	-0.0019672865	0.099524185	0.4933203	-0.19642814
ENSG00000116031	-0.036025357	-0.013969807	-0.066272445	-0.13541478	0.048911806
ENSG00000116032	-0.036076423	-0.013989404	-0.06662456	-0.1368931	0.04975613
ENSG00000116035	-0.036055308	-0.013984631	-0.06637303	-0.13630506	0.049383853
ENSG00000116039	-0.0360565	-0.013984831	-0.06627728	-0.13641597	0.04954719
ENSG00000116044	0.087250195	-0.0025144604	0.14021635	0.7404234	-0.4653569
ENSG00000116062	-0.020261995	-0.012584516	-0.04181807	-0.042372312	-0.00026311484
ENSG00000116095	-0.014784628	-0.0126321865	-0.045448035	-0.052462168	0.0037028857
ENSG00000116096	-0.006263148	-0.013224599	-0.0389064	-0.07389572	0.028641464
ENSG00000116106	-0.033664655	-0.013553144	-0.05771685	-0.096801184	0.041199997
ENSG00000116117	-0.032775104	-0.013569984	-0.056692485	-0.09706013	0.023991354
ENSG00000116120	0.015485863	-0.012437107	-0.041033182	-0.039330915	-0.0031461418
ENSG00000116127	-0.033577982	-0.013636273	-0.05952721	-0.11300231	0.03592696
ENSG00000116128	-0.02558377	-0.013747699	-0.061108116	-0.11428005	0.03943855
ENSG00000116132	-0.03193167	-0.012483423	-0.036880355	0.0039353273	-0.05397698
ENSG00000116133	0.025060603	-0.011976693	-0.019355128	0.13819808	0.31574076
ENSG00000116138	-0.020473162	-0.01337649	-0.054173175	-0.0948649	0.030887892
ENSG00000116141	-0.03213801	-0.013877622	-0.063516766	-0.12671205	0.042584155
ENSG00000116147	-0.035971526	-0.0139643	-0.06616487	-0.13497458	0.048451636
ENSG00000116151	-0.033341296	-0.013881435	-0.06422841	-0.1296596	0.04696474
ENSG00000116157	-0.03042165	-0.013292369	-0.05157655	-0.081566334	0.019393664
ENSG00000116161	0.05550883	-0.00635211	0.06054204	0.34441337	-0.20403801
ENSG00000116171	0.10792205	-0.007797247	0.06394938	0.34313887	-0.13036962
ENSG00000116176	-0.03588726	-0.013983182	-0.06647008	-0.13624401	0.0494256
ENSG00000116183	-0.036041018	-0.013965935	-0.06626968	-0.13586	0.049176756
ENSG00000116191	-0.031121992	-0.012505427	-0.051355187	-0.07991353	0.015612304
ENSG00000116194	-0.029457385	-0.01143285	-0.013487823	0.118725464	-0.14532866
ENSG00000116198	-0.014663344	-0.012349149	-0.04999657	-0.0864957	0.039437253
ENSG00000116199	-0.028162519	-0.0128098205	-0.053053226	-0.092201546	0.024634654
ENSG00000116205	-0.03245986	-0.013700085	-0.06230279	-0.11997646	0.041929737
ENSG00000116209	0.5280523	0.03601624	0.41578427	1.5953125	-0.8935216
ENSG00000116212	-0.027937723	-0.013503717	-0.05672402	-0.096928045	0.03173132
ENSG00000116213	-0.025228454	-0.013341393	-0.05200389	-0.08689114	0.026564427
ENSG00000116218	-0.036081325	-0.013992081	-0.06662608	-0.13690409	0.049762882
ENSG00000116221	0.026538162	-0.010290077	0.0059118792	0.07282482	-0.042473026
ENSG00000116237	-0.02182237	-0.0131647745	-0.04873812	-0.074709475	0.027192432
ENSG00000116251	0.09642489	-0.002926907	0.18991375	0.57250804	-0.19878301
ENSG00000116254	-0.03607112	-0.013988263	-0.06659767	-0.13679424	0.049700506
ENSG00000116260	0.044700265	-0.0127142295	-0.04053893	-0.032621823	0.035742212
ENSG00000116266	0.0018422586	-0.0108561935	-0.02128723	0.025347061	-0.03121169
ENSG00000116273	-0.030381456	-0.013606014	-0.05902522	-0.10461099	0.03000732
ENSG00000116285	-0.011260109	-0.00831957	0.0829431	0.4143884	-0.23433815
ENSG00000116288	0.20175266	-0.0023349193	0.17801373	0.65182936	-0.24852413
ENSG00000116299	-0.014967506	-0.013408729	-0.004367023	-0.12068551	0.043060724
ENSG00000116329	-0.036059972	-0.013961692	-0.06646808	-0.13629279	0.049729653
ENSG00000116337	-0.021779558	-0.012743761	-0.0507966	-0.07704992	0.016630827
ENSG00000116350	0.025861045	-0.010437053	-0.0030653356	0.10370614	-0.043927718
ENSG00000116353	-0.028331637	-0.013101588	-0.04482256	-0.0784077	0.026005078
ENSG00000116396	-0.035317983	-0.013789591	-0.060851023	-0.121811345	0.040845763
ENSG00000116406	-0.020185636	-0.012543665	-0.035070408	-0.036370475	-0.0082215825
ENSG00000116455	-0.015258556	-0.012913608	-0.048679195	-0.07228517	0.02809173
ENSG00000116459	0.22626925	-0.0026605139	0.15402617	0.586855	-0.22932738
ENSG00000116473	0.0020878224	-0.009934824	-0.016610835	0.06387086	-0.026258746
ENSG00000116478	0.05439166	-0.011902845	-0.024992637	0.005676583	-0.00891328
ENSG00000116489	0.12213853	-0.001680036	0.17188486	0.7095844	-0.3698404
ENSG00000116497	-0.031345688	-0.013225687	-0.051639047	-0.08204725	0.025661953
ENSG00000116514	-0.027771955	-0.012993937	-0.049270086	-0.065354	0.013660545
ENSG00000116521	0.007562933	-0.011861039	-0.024242545	0.039058413	-0.008078645
ENSG00000116525	-0.034496102	-0.0138845015	-0.06441413	-0.12768348	0.04635118
ENSG00000116539	0.009493782	-0.010747357	-0.0044326694	0.10701347	-0.0752402
ENSG00000116544	-0.036002178	-0.01397152	-0.066329524	-0.13586487	0.049280625
ENSG00000116560	0.030053679	-0.004927439	0.11305443	0.48447105	-0.25588986
ENSG00000116574	-0.034755647	-0.013743054	-0.06161086	-0.11781382	0.04025477
ENSG00000116580	-0.020621886	-0.012322964	-0.035871133	-0.020342197	-0.01157175
ENSG00000116584	-0.0328578	-0.012091226	-0.053633846	-0.07920356	0.0352602
ENSG00000116586	0.0016114747	-0.010911581	0.0033408606	0.07902162	-0.01620619
ENSG00000116604	-0.03140354	-0.013341172	-0.055406094	-0.0950116	0.02949614
ENSG00000116641	-0.032511324	-0.01321463	-0.050197937	-0.07905404	0.016086094
ENSG00000116649	-0.0042045005	-0.010437835	0.03435687	0.0815605	-0.044269875
ENSG00000116661	-0.026115919	-0.01360467	-0.028816909	-0.12056725	0.047362644
ENSG00000116663	-0.030044619	-0.01351145	-0.055133063	-0.100108035	0.034126032
ENSG00000116667	0.033394553	-0.012245001	-0.029551638	0.031327993	-0.004145441
ENSG00000116668	-0.03295152	-0.012917599	-0.05897747	-0.11699914	0.037239756
ENSG00000116670	-0.02068031	-0.0123492265	-0.03363623	-0.028625451	-0.0048054783
ENSG00000116675	-0.03572719	-0.009126117	-0.065835185	-0.13449952	0.048288934
ENSG00000116678	-0.031220663	-0.01324252	-0.054851107	-0.0828521	0.012634115
ENSG00000116679	0.116894685	-0.009183539	0.011061086	0.18189189	-0.13684627
ENSG00000116685	-0.015871624	-0.0129224695	-0.04597715	-0.07367209	0.020459352
ENSG00000116688	-0.010192534	-0.011544381	-0.045657597	-0.07110424	0.026695611
ENSG00000116690	-0.030296843	-0.012442224	-0.036223013	0.010095995	-0.060812283
ENSG00000116691	-0.027271727	-0.0053947037	-0.050630093	-0.08052527	0.027414845
ENSG00000116698	-0.011052528	-0.012406283	-0.04464832	-0.066200905	0.020380266
ENSG00000116701	-0.03314528	-0.012283192	-0.04752708	-0.054231927	0.00256072
ENSG00000116703	-0.036046196	-0.013971124	-0.06636601	-0.1360197	0.049373653
ENSG00000116704	-0.022841452	-0.013387439	-0.054200683	-0.088090606	0.018708985
ENSG00000116711	0.14229952	-0.013861554	-0.06449955	-0.120554544	0.036256593
ENSG00000116717	0.01651299	-0.0025028184	0.04871526	0.33774355	-0.25046423
ENSG00000116721	-0.036082353	-0.013991193	-0.06663619	-0.13694096	0.049785588
ENSG00000116726	-0.036067657	-0.013993023	-0.06664694	-0.1369788	0.04980637
ENSG00000116729	0.01573159	-0.012864406	-0.029894488	-0.03988661	0.013640475
ENSG00000116731	-0.013572127	-0.01153783	-0.01986784	0.056133784	-0.058809068
ENSG00000116741	0.2009584	0.0036655532	0.2438418	1.219583	-0.84873515
ENSG00000116745	-0.03606607	-0.013987637	-0.066507384	-0.13659993	0.04957541
ENSG00000116747	0.032139316	-0.009744861	-0.0010644905	0.13257757	-0.09287747
ENSG00000116748	-0.035951782	-0.013941051	-0.06570517	-0.13310204	0.047452323
ENSG00000116750	-0.01028007	-0.012066591	-0.033858318	-0.032877658	0.0073478576
ENSG00000116752	0.0188904	-0.00869422	0.042116646	0.27147123	-0.14888655
ENSG00000116754	0.08917132	-0.0029575583	0.1527071	0.66297317	-0.34622216
ENSG00000116761	-0.020495076	-0.010626884	-0.051884208	-0.082469806	0.025663823
ENSG00000116771	-0.034563232	-0.013933968	-0.06564604	-0.13388194	0.048312902
ENSG00000116774	-0.01957283	-0.0076992176	0.061905243	0.48474514	-0.42062515
ENSG00000116783	-0.036065828	-0.013988478	-0.06653942	-0.1365284	0.049633212
ENSG00000116785	-0.03606909	-0.013983347	-0.06653409	-0.13653132	0.049511846
ENSG00000116786	-0.027826268	-0.012638748	-0.045711976	-0.052209273	0.0055766045
ENSG00000116791	0.05828178	-0.013072373	-0.03936586	-0.058038797	0.029517645
ENSG00000116793	-0.029667428	-0.01308311	-0.049045064	-0.0771676	0.020751048
ENSG00000116809	-0.031136485	-0.013361342	-0.053971115	-0.09324043	0.030734016
ENSG00000116815	-0.021747611	-0.011188669	-0.019339051	0.06482793	-0.044167385
ENSG00000116819	-0.036001902	-0.013963373	-0.066128515	-0.13466747	0.04928909
ENSG00000116824	-0.028017001	-0.011527979	-0.020973906	0.04665339	-0.059160475
ENSG00000116830	-0.029887237	-0.013296627	-0.056153882	-0.09755499	0.02943645
ENSG00000116833	-0.03559682	-0.01376939	-0.036061764	-0.13529141	0.046533924
ENSG00000116852	-0.034635976	-0.013771751	-0.06311389	-0.12279663	0.04144499
ENSG00000116857	0.045880973	-0.011100394	-0.010575519	0.058985494	-0.025192771
ENSG00000116863	-0.013780282	-0.013088737	-0.04780458	-0.06824735	0.023253988
ENSG00000116871	-0.029189443	-0.012782161	-0.047434095	-0.06010762	0.012729481
ENSG00000116874	-0.024171986	-0.013226806	-0.04905804	-0.0743668	0.012069616
ENSG00000116882	-0.03606012	-0.013969789	-0.06646048	-0.13620082	0.04928582
ENSG00000116885	-0.03127878	-0.013640207	-0.056438256	-0.101243526	0.047606714
ENSG00000116898	0.014866011	-0.010924773	-0.0077618067	0.06250172	0.020226618
ENSG00000116903	-0.019259244	-0.013634232	-0.059970368	-0.107903205	0.033741806
ENSG00000116906	-0.0037915614	-0.0125511335	-0.034829296	-0.027829656	0.003458421
ENSG00000116918	0.012228626	-0.011368583	-0.029562801	0.013273096	-0.021048104
ENSG00000116922	-0.022545628	-0.0121949045	-0.053940143	-0.09141025	0.028187402
ENSG00000116954	-0.029734371	-0.013201698	-0.05136356	-0.07517281	0.018002253
ENSG00000116962	-0.008609598	-0.003234297	0.15399726	0.9418279	-0.7748402
ENSG00000116977	-0.017154211	-0.012164685	-0.030152787	-0.015827954	-0.0112384595
ENSG00000116981	-0.036082596	-0.013991824	-0.06663113	-0.13694261	0.04978375
ENSG00000116983	-0.036056418	-0.013982145	-0.06563986	-0.13665614	0.04958686
ENSG00000116984	-0.023797395	-0.0101851	-0.036768526	-0.039970595	-0.0016909637
ENSG00000116985	-0.035617687	-0.013915939	-0.06429705	-0.13134567	0.046442136
ENSG00000116990	-0.023783512	-0.013893262	-0.06095266	-0.13057385	0.047418445
ENSG00000116991	-0.034227934	-0.013400928	-0.05394561	-0.09171423	0.021024877
ENSG00000116996	-0.036081627	-0.01399267	-0.06664179	-0.13696563	0.04979839
ENSG00000117000	-0.010920064	-0.012653787	-0.044080418	-0.04104256	-0.008708927
ENSG00000117009	-0.034891047	-0.013392966	-0.05918081	-0.1053647	0.031392798
ENSG00000117010	-0.034878198	-0.0137895895	-0.0627273	-0.12134955	0.041056268
ENSG00000117013	-0.036068685	-0.013979342	-0.06649953	-0.13660276	0.049609803
ENSG00000117016	-0.035998475	-0.013966009	-0.06621459	-0.13535741	0.04883261
ENSG00000117020	-0.03237467	-0.013664364	-0.059977084	-0.10895699	0.030808615
ENSG00000117036	-0.027396658	-0.013041122	-0.048993632	-0.062558845	0.012763648
ENSG00000117054	0.03916559	-0.01150703	-0.005873274	0.040399086	-0.01624623
ENSG00000117069	-0.035906207	-0.013939353	-0.0655992	-0.13277216	0.04726926
ENSG00000117090	-0.034385547	-0.013372035	-0.05609979	-0.09309986	0.023871886
ENSG00000117091	-0.03078133	-0.011934468	-0.03728033	-0.018351402	-0.019560304
ENSG00000117114	-0.033646677	-0.013527016	-0.05669695	-0.09449782	0.025699291
ENSG00000117115	-0.033742424	-0.013845057	-0.06402879	-0.1284107	0.04465358
ENSG00000117118	0.059505478	-0.0038696362	0.0791259	0.32179976	-0.10034949
ENSG00000117122	-0.034042686	-0.013376273	-0.051985595	-0.0796898	0.007943724
ENSG00000117133	-0.0076377364	-0.012448523	-0.034444083	-0.020735081	-0.00744512
ENSG00000117139	-0.016432852	-0.01166393	-0.025775772	0.019187849	-0.030142672
ENSG00000117143	0.30178145	0.0042364853	0.3187032	1.6821487	-1.324114
ENSG00000117148	-0.03608093	-0.013992023	-0.06662642	-0.13688827	0.049743578
ENSG00000117151	-0.014013335	-0.008314885	-0.044111557	-0.06027353	0.0074262316
ENSG00000117152	-0.03597209	-0.013954836	-0.065867126	-0.13342836	0.047272332
ENSG00000117153	-0.011795874	-0.01322496	-0.053448875	-0.0888385	0.031556528
ENSG00000117154	-0.03583243	-0.013878732	-0.06503969	-0.12995325	0.04568458
ENSG00000117155	-0.031303845	-0.013115355	-0.06193563	-0.12206263	0.04315868
ENSG00000117174	-0.024152182	-0.013384156	-0.05694884	-0.09743784	0.02810892
ENSG00000117215	-0.036051095	-0.013979782	-0.06643029	-0.1360797	0.049278814
ENSG00000117222	-0.012887241	-0.012882746	-0.04703554	-0.06431021	0.009388121
ENSG00000117226	-0.03263902	-0.01329138	-0.05258265	-0.07945339	0.023355395
ENSG00000117228	-0.02475028	-0.0113516515	-0.02495566	0.04597057	-0.052595902
ENSG00000117245	-0.035880078	-0.013935576	-0.06546825	-0.13213043	0.047266435
ENSG00000117262	-0.03281675	-0.013491535	-0.057119936	-0.104073144	0.034091327
ENSG00000117266	-0.027225029	-0.013912159	-0.06380991	-0.13010815	0.05064058
ENSG00000117280	-0.01655624	-0.012462732	-0.034101512	-0.0139849465	-0.010822278
ENSG00000117281	-0.035407495	-0.013777887	-0.06265062	-0.12097848	0.041035216
ENSG00000117298	-0.023565168	-0.011735217	-0.013109991	0.031665362	-0.056293044
ENSG00000117305	0.022722624	-0.012418791	-0.032051284	-0.016901106	0.008120535
ENSG00000117308	-0.0036067995	-0.013278848	-0.050506026	-0.059277184	0.11176714
ENSG00000117318	0.06862399	-0.0060007763	0.10310952	0.60863847	-0.36500755
ENSG00000117322	-0.035460737	-0.013791918	-0.06276688	-0.12189155	0.04123363
ENSG00000117335	0.1994079	-0.010406525	0.01605008	0.16084509	-0.021598395
ENSG00000117360	-0.020829093	-0.0125739295	-0.039065577	-0.03897943	0.001785317
ENSG00000117362	-0.018621568	-0.012518071	-0.036376808	-0.025658267	0.014101519
ENSG00000117385	-0.028631251	-0.012936719	-0.047564253	-0.055228703	-0.0037670815
ENSG00000117394	0.049647924	0.031897258	-0.011198572	0.08927921	-0.090706736
ENSG00000117395	0.015573996	-0.010738903	-0.002689754	0.079843886	-0.018159425
ENSG00000117399	-0.032355033	-0.012641163	-0.060166437	-0.11156195	0.0384339
ENSG00000117400	-0.035684455	-0.013736139	-0.06619331	-0.1353287	0.049429517
ENSG00000117407	-0.035822403	-0.01398092	-0.066298455	-0.13600224	0.049392004
ENSG00000117408	-0.03127689	-0.013599991	-0.05946173	-0.1095763	0.041437406
ENSG00000117410	0.066357076	0.0058254646	0.13135087	0.51037127	-0.16959241
ENSG00000117411	-0.031975806	-0.013700271	-0.057963945	-0.11689763	0.044246294
ENSG00000117419	-0.00888151	-0.012501236	-0.03888025	-0.030027451	0.0138528235
ENSG00000117425	-0.035577565	-0.0138463965	-0.064424135	-0.12711103	0.04373733
ENSG00000117448	0.06582627	-0.008391101	0.07546153	0.2854671	-0.09876543
ENSG00000117450	0.3660116	0.019804886	0.31110442	1.433682	-0.6190376
ENSG00000117461	-0.020526765	-0.013373218	-0.054210003	-0.08244987	0.028578931
ENSG00000117472	-0.017403869	-0.01247921	-0.03214514	-0.006548479	-0.0066107335
ENSG00000117475	-0.024115222	-0.013046467	-0.046520915	-0.06512695	0.013080735
ENSG00000117477	-0.035344746	-0.013802939	-0.062155332	-0.11980945	0.03881631
ENSG00000117479	-0.0242972	-0.010683476	0.0016814462	0.18876368	-0.1849774
ENSG00000117480	-0.015051463	-0.013686077	-0.053211458	-0.114857875	0.048076253
ENSG00000117481	-0.015330128	-0.012876716	-0.046033874	-0.05561611	0.0134376455
ENSG00000117500	-0.012103374	-0.011663987	-0.02305713	0.045552887	-0.038732395
ENSG00000117501	-0.036049422	-0.013977979	-0.066030964	-0.13615954	0.04924877
ENSG00000117505	0.0073901	-0.011709187	-0.036258295	-0.016527435	-0.011761553
